date,browser,visits
2019-11-25,Instagram 120.0.0.18.116,13
2019-11-25,Nintendo 3DS Browser,13
2019-11-25,iMozilla,13
2019-11-25,NE3,12
2019-11-25,WebPageImager,11
2019-11-25,com.doximity.doximitydroid,11
2019-11-26,Chrome,22971465
2019-11-26,Safari,12616507
2019-11-26,Internet Explorer,3477438
2019-11-26,Edge,2036253
2019-11-26,Firefox,1919930
2019-11-26,Samsung Internet,1032271
2019-11-26,Safari (in-app),376508
2019-11-26,Android Webview,321323
2019-11-26,Opera,142999
2019-11-26,Amazon Silk,93173
2019-11-26,Opera Mini,61865
2019-11-26,UC Browser,44529
2019-11-26,Mercari_d,19980
2019-11-26,YaBrowser,12436
2019-11-26,Mozilla Compatible Agent,12179
2019-11-26,Android Browser,7778
2019-11-26,Coc Coc,5833
2019-11-26,Puffin,2070
2019-11-26,ThousandEyes,2001
2019-11-26,Mozilla,1894
2019-11-26,SeaMonkey,1733
2019-11-26,Playstation 4,1460
2019-11-26,BlackBerry,1427
2019-11-26,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,1263
2019-11-26,Amazon.com,1232
2019-11-26,Maxthon,874
2019-11-26,Papers,805
2019-11-26,BestBuy,789
2019-11-26,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,760
2019-11-26,[FBAN,674
2019-11-26,IRS - TRG19-01Loeim,576
2019-11-26,United States Postal Service - TRG19-01Loeim,576
2019-11-26,Carousel,574
2019-11-26,Iron,481
2019-11-26,candroid,416
2019-11-26,MagentaNews,381
2019-11-26,Netscape,255
2019-11-26,ulta-app-ios,202
2019-11-26,Nintendo Browser,201
2019-11-26,Sephora 19.8,159
2019-11-26,ZhihuHybrid DefaultBrowser osee2unifiedRelease,152
2019-11-26,[object Promise] delve.ai website analyse,146
2019-11-26,Bluebeam Revu Browser - cef version: 57.0.0.0,143
2019-11-26,UCWEB,139
2019-11-26,MRCHROME,127
2019-11-26,"""Mozilla",103
2019-11-26,snapchat.com,102
2019-11-26,Google-Test2,100
2019-11-26,fuelbot,99
2019-11-26,DoximityWebView,98
2019-11-26,Playstation 3,98
2019-11-26,com.airfind.deltabrowser,86
2019-11-26,LeapPadUltimate,82
2019-11-26,unknown BingWeb,79
2019-11-26,com.seekingalpha.webwrapper,72
2019-11-26,ulta-app-android,72
2019-11-26,Playstation Vita Browser,59
2019-11-26,Seznam,59
2019-11-26,Mozilla\,47
2019-11-26,Uzbl,45
2019-11-26,Emb,44
2019-11-26,Nokia Browser,44
2019-11-26,osee2unifiedRelease,42
2019-11-26,IE with Chrome Frame,41
2019-11-26,NetFront,39
2019-11-26,iPhone,36
2019-11-26,+Simple Browser,33
2019-11-26,Mobile IOS 9.0.1.1; Mozilla,33
2019-11-26,pa11y,30
2019-11-26,YE,28
2019-11-26,Airbnb,27
2019-11-26,NE3,24
2019-11-26,(not set),23
2019-11-26,Sephora 19.7,23
2019-11-26,LeapPad3Explorer,22
2019-11-26,Lunascape,22
2019-11-26,DingTalkBot-LinkService,20
2019-11-26,MUDV4,20
2019-11-26,DDG-Android-3.1.0,19
2019-11-26,Nintendo 3DS Browser,17
2019-11-26,bitdiscovery,17
2019-11-26,C:,16
2019-11-26,LeapPadPlatinum,16
2019-11-26,LiveSlides,16
2019-11-26,com.doximity.doximitydroid,16
2019-11-26,desktop,16
2019-11-26,Android Runtime,12
2019-11-26,Box,12
2019-11-26,AdobeAIR,11
2019-11-26,WebPageImager,11
2019-11-26,com.vk.vkclient,11
2019-11-27,Chrome,19647144
2019-11-27,Safari,11584326
2019-11-27,Internet Explorer,2711119
2019-11-27,Edge,1693985
2019-11-27,Firefox,1666228
2019-11-27,Samsung Internet,969320
2019-11-27,Safari (in-app),374003
2019-11-27,Android Webview,307778
2019-11-27,Opera,134643
2019-11-27,Amazon Silk,88535
2019-11-27,Opera Mini,60341
2019-11-27,UC Browser,44660
2019-11-27,Mercari_d,18974
2019-11-27,YaBrowser,12154
2019-11-27,Mozilla Compatible Agent,11385
2019-11-27,Android Browser,8656
2019-11-27,Coc Coc,6045
2019-11-27,Puffin,2066
2019-11-27,ThousandEyes,2007
2019-11-27,Mozilla,1765
2019-11-27,SeaMonkey,1643
2019-11-27,BlackBerry,1511
2019-11-27,Playstation 4,1358
2019-11-27,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,1135
2019-11-27,Amazon.com,997
2019-11-27,BestBuy,851
2019-11-27,Maxthon,842
2019-11-27,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,795
2019-11-27,IRS - TRG19-01Loeim,572
2019-11-27,United States Postal Service - TRG19-01Loeim,572
2019-11-27,Carousel,558
2019-11-27,[FBAN,486
2019-11-27,MagentaNews,441
2019-11-27,Iron,423
2019-11-27,snapchat.com,378
2019-11-27,candroid,279
2019-11-27,ulta-app-ios,261
2019-11-27,Netscape,241
2019-11-27,Papers,203
2019-11-27,Nintendo Browser,197
2019-11-27,Sephora 19.8,150
2019-11-27,ZhihuHybrid DefaultBrowser osee2unifiedRelease,144
2019-11-27,UCWEB,142
2019-11-27,MRCHROME,108
2019-11-27,Playstation 3,105
2019-11-27,[object Promise] delve.ai website analyse,98
2019-11-27,fuelbot,95
2019-11-27,LeapPadUltimate,92
2019-11-27,Seznam,92
2019-11-27,Bluebeam Revu Browser - cef version: 57.0.0.0,89
2019-11-27,Google-Test2,77
2019-11-27,com.seekingalpha.webwrapper,76
2019-11-27,unknown BingWeb,70
2019-11-27,Mozilla\,68
2019-11-27,Playstation Vita Browser,68
2019-11-27,DoximityWebView,62
2019-11-27,NetFront,53
2019-11-27,ulta-app-android,52
2019-11-27,com.airfind.deltabrowser,49
2019-11-27,Nokia Browser,48
2019-11-27,(not set),47
2019-11-27,Uzbl,46
2019-11-27,osee2unifiedRelease,40
2019-11-27,+Simple Browser,38
2019-11-27,Airbnb,38
2019-11-27,LeapPad3Explorer,34
2019-11-27,iPhone,30
2019-11-27,Emb,28
2019-11-27,pa11y,28
2019-11-27,"""Mozilla",26
2019-11-27,NE3,26
2019-11-27,IE with Chrome Frame,25
2019-11-27,Mobile IOS 9.0.1.1; Mozilla,25
2019-11-27,LeapPadPlatinum,23
2019-11-27,Android Runtime,20
2019-11-27,Lunascape,20
2019-11-27,bitdiscovery,19
2019-11-27,DDG-Android-3.1.0,17
2019-11-27,Instagram 120.0.0.18.116,17
2019-11-27,YE,17
2019-11-27,Android ExpediaBookings,16
2019-11-27,Nintendo 3DS Browser,16
2019-11-27,DingTalkBot-LinkService,14
2019-11-27,Selenium,14
2019-11-27,Windows NT 6.1,14
2019-11-27,netdisk;2.2.2;pc;pc-mac;10.14.5;macbaiduyunguanjia,13
2019-11-27,AdobeAIR,11
2019-11-27,Sephora 19.7,11
2019-11-28,Chrome,12562402
2019-11-28,Safari,7893101
2019-11-28,Firefox,1054525
2019-11-28,Edge,923178
2019-11-28,Internet Explorer,773113
2019-11-28,Samsung Internet,690956
2019-11-28,Safari (in-app),227696
2019-11-28,Android Webview,222515
2019-11-28,Opera,111592
2019-11-28,Amazon Silk,66660
2019-11-28,Opera Mini,59189
2019-11-28,UC Browser,44065
2019-11-28,YaBrowser,11237
2019-11-28,Mozilla Compatible Agent,8653
2019-11-28,Mercari_d,8373
2019-11-28,Android Browser,7105
2019-11-28,Coc Coc,5544
2019-11-28,ThousandEyes,2010
2019-11-28,Puffin,1677
2019-11-28,BlackBerry,1265
2019-11-28,SeaMonkey,1211
2019-11-28,Mozilla,1204
2019-11-28,Playstation 4,1134
2019-11-28,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,971
2019-11-28,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,943
2019-11-28,Maxthon,741
2019-11-28,IRS - TRG19-01Loeim,576
2019-11-28,United States Postal Service - TRG19-01Loeim,576
2019-11-28,MagentaNews,537
2019-11-28,Carousel,533
2019-11-28,BestBuy,472
2019-11-28,[FBAN,370
2019-11-28,Amazon.com,302
2019-11-28,Netscape,291
2019-11-28,snapchat.com,223
2019-11-28,candroid,188
2019-11-28,Iron,145
2019-11-28,Nintendo Browser,140
2019-11-28,Papers,136
2019-11-28,MRCHROME,134
2019-11-28,ZhihuHybrid DefaultBrowser osee2unifiedRelease,120
2019-11-28,UCWEB,114
2019-11-28,Google-Test2,98
2019-11-28,LeapPadUltimate,85
2019-11-28,Playstation 3,76
2019-11-28,DoximityWebView,72
2019-11-28,Seznam,68
2019-11-28,Sephora 19.8,66
2019-11-28,unknown BingWeb,57
2019-11-28,Playstation Vita Browser,56
2019-11-28,fuelbot,52
2019-11-28,Uzbl,44
2019-11-28,ulta-app-ios,40
2019-11-28,Mozilla\,39
2019-11-28,bitdiscovery,35
2019-11-28,Nokia Browser,34
2019-11-28,"""Mozilla",33
2019-11-28,osee2unifiedRelease,30
2019-11-28,(not set),28
2019-11-28,com.airfind.deltabrowser,28
2019-11-28,pa11y,28
2019-11-28,LeapPad3Explorer,25
2019-11-28,NetFront,23
2019-11-28,Emb,22
2019-11-28,+Simple Browser,21
2019-11-28,IE with Chrome Frame,21
2019-11-28,Lunascape,21
2019-11-28,DDG-Android-3.1.0,19
2019-11-28,DingTalkBot-LinkService,19
2019-11-28,netdisk;2.2.2;pc;pc-mac;10.14.5;macbaiduyunguanjia,19
2019-11-28,Airbnb,18
2019-11-28,Android ExpediaBookings,18
2019-11-28,Windows NT 6.1,18
2019-11-28,LeapPadPlatinum,17
2019-11-28,C:,16
2019-11-28,Nintendo 3DS Browser,16
2019-11-28,Swift Kiosk Browser - Version:59.0.0.0,16
2019-11-28,NE3,15
2019-11-28,ulta-app-android,15
2019-11-28,Mobile IOS 9.0.1.1; Mozilla,13
2019-11-28,YE,13
2019-11-28,iPhone,13
2019-11-28,MUDV4,12
2019-11-28,com.seekingalpha.webwrapper,12
2019-11-29,Chrome,14797510
2019-11-29,Safari,10429012
2019-11-29,Internet Explorer,1402425
2019-11-29,Edge,1252755
2019-11-29,Firefox,1240414
2019-11-29,Samsung Internet,890611
2019-11-29,Safari (in-app),272977
2019-11-29,Android Webview,248321
2019-11-29,Opera,112491
2019-11-29,Amazon Silk,89798
2019-11-29,Opera Mini,51237
2019-11-29,UC Browser,40143
2019-11-29,Mercari_d,19897
2019-11-29,YaBrowser,10314
2019-11-29,Mozilla Compatible Agent,9961
2019-11-29,Android Browser,8052
2019-11-29,Coc Coc,4488
2019-11-29,ThousandEyes,1984
2019-11-29,Puffin,1910
2019-11-29,Amazon.com,1519
2019-11-29,SeaMonkey,1416
2019-11-29,Mozilla,1405
2019-11-29,Playstation 4,1317
2019-11-29,BestBuy,1308
2019-11-29,BlackBerry,1292
2019-11-29,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,800
2019-11-29,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,795
2019-11-29,Maxthon,718
2019-11-29,IRS - TRG19-01Loeim,576
2019-11-29,United States Postal Service - TRG19-01Loeim,575
2019-11-29,Carousel,529
2019-11-29,MagentaNews,488
2019-11-29,[FBAN,352
2019-11-29,Papers,337
2019-11-29,snapchat.com,300
2019-11-29,Iron,290
2019-11-29,Netscape,226
2019-11-29,Sephora 19.8,165
2019-11-29,candroid,157
2019-11-29,ulta-app-ios,154
2019-11-29,Nintendo Browser,148
2019-11-29,MRCHROME,112
2019-11-29,Playstation 3,107
2019-11-29,ZhihuHybrid DefaultBrowser osee2unifiedRelease,102
2019-11-29,UCWEB,90
2019-11-29,Google-Test2,85
2019-11-29,DoximityWebView,76
2019-11-29,LeapPadUltimate,75
2019-11-29,Playstation Vita Browser,63
2019-11-29,"""Mozilla",61
2019-11-29,Seznam,57
2019-11-29,Nokia Browser,48
2019-11-29,Uzbl,46
2019-11-29,LeapPad3Explorer,45
2019-11-29,ulta-app-android,42
2019-11-29,unknown BingWeb,41
2019-11-29,Emb,36
2019-11-29,(not set),35
2019-11-29,[object Promise] delve.ai website analyse,34
2019-11-29,pa11y,31
2019-11-29,osee2unifiedRelease,30
2019-11-29,LeapPadPlatinum,29
2019-11-29,bitdiscovery,29
2019-11-29,com.airfind.deltabrowser,29
2019-11-29,NetFront,28
2019-11-29,iPhone,27
2019-11-29,+Simple Browser,24
2019-11-29,DDG-Android-3.1.0,24
2019-11-29,Mobile IOS 9.0.1.1; Mozilla,24
2019-11-29,fuelbot,24
2019-11-29,com.seekingalpha.webwrapper,23
2019-11-29,Mozilla\,21
2019-11-29,IE with Chrome Frame,19
2019-11-29,MUDV4,19
2019-11-29,Lunascape,17
2019-11-29,Nintendo 3DS Browser,16
2019-11-29,Bluebeam Revu Browser - cef version: 57.0.0.0,14
2019-11-29,AdobeAIR,13
2019-11-29,Android ExpediaBookings,12
2019-11-29,Android Runtime,12
2019-11-29,Outlook-iOS,12
2019-11-29,WebPageImager,12
2019-11-29,Instagram 120.0.0.18.116,11
2019-11-29,NE3,11
2019-11-29,Sephora 19.7,11
2019-11-29,YE,11
2019-11-30,Chrome,12956281
2019-11-30,Safari,10108675
2019-11-30,Edge,1077726
2019-11-30,Firefox,1010583
2019-11-30,Samsung Internet,830532
2019-11-30,Internet Explorer,701732
2019-11-30,Safari (in-app),259804
2019-11-30,Android Webview,243449
2019-11-30,Opera,101216
2019-11-30,Amazon Silk,92072
2019-11-30,Opera Mini,47501
2019-11-30,UC Browser,39116
2019-11-30,Mercari_d,17554
2019-11-30,Mozilla Compatible Agent,9746
2019-11-30,YaBrowser,8907
2019-11-30,Android Browser,7236
2019-11-30,Coc Coc,4050
2019-11-30,ThousandEyes,1992
2019-11-30,Puffin,1828
2019-11-30,Amazon.com,1806
2019-11-30,BestBuy,1668
2019-11-30,Playstation 4,1405
2019-11-30,SeaMonkey,1335
2019-11-30,Mozilla,1327
2019-11-30,BlackBerry,1273
2019-11-30,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,1248
2019-11-30,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,872
2019-11-30,United States Postal Service - TRG19-01Loeim,577
2019-11-30,IRS - TRG19-01Loeim,576
2019-11-30,Maxthon,576
2019-11-30,Carousel,534
2019-11-30,MagentaNews,493
2019-11-30,Papers,340
2019-11-30,snapchat.com,339
2019-11-30,Netscape,278
2019-11-30,[FBAN,236
2019-11-30,candroid,218
2019-11-30,Iron,174
2019-11-30,Nintendo Browser,167
2019-11-30,Sephora 19.8,167
2019-11-30,DoximityWebView,165
2019-11-30,ulta-app-ios,143
2019-11-30,Playstation 3,134
2019-11-30,ZhihuHybrid DefaultBrowser osee2unifiedRelease,109
2019-11-30,UCWEB,107
2019-11-30,LeapPadUltimate,94
2019-11-30,MRCHROME,91
2019-11-30,Google-Test2,85
2019-11-30,"""Mozilla",66
2019-11-30,Playstation Vita Browser,54
2019-11-30,Nokia Browser,48
2019-11-30,Uzbl,45
2019-11-30,Seznam,43
2019-11-30,NetFront,42
2019-11-30,LeapPad3Explorer,39
2019-11-30,osee2unifiedRelease,39
2019-11-30,unknown BingWeb,39
2019-11-30,[object Promise] delve.ai website analyse,34
2019-11-30,LeapPadPlatinum,33
2019-11-30,ulta-app-android,31
2019-11-30,Mobile IOS 9.0.1.1; Mozilla,30
2019-11-30,(not set),26
2019-11-30,Emb,24
2019-11-30,iPhone,24
2019-11-30,pa11y,24
2019-11-30,com.airfind.deltabrowser,23
2019-11-30,Airbnb,22
2019-11-30,DDG-Android-3.1.0,22
2019-11-30,MUDV4,20
2019-11-30,+Simple Browser,19
2019-11-30,IE with Chrome Frame,19
2019-11-30,Nintendo 3DS Browser,19
2019-11-30,bitdiscovery,18
2019-11-30,com.doximity.doximitydroid,17
2019-11-30,com.seekingalpha.webwrapper,15
2019-11-30,YE,13
2019-11-30,Bloomberg|Android|9|5.14.2.2016955.|3e4ea7b3c732cca10e10f83f7dccbdb767c9e3ce,12
2019-11-30,Sephora 19.7.1,12
2019-11-30,Lunascape,11
2019-12-01,Chrome,14187832
2019-12-01,Safari,10196069
2019-12-01,Edge,1244468
2019-12-01,Firefox,1108317
2019-12-01,Internet Explorer,778468
2019-12-01,Samsung Internet,759970
2019-12-01,Safari (in-app),248643
2019-12-01,Android Webview,245539
2019-12-01,Opera,110048
2019-12-01,Amazon Silk,90257
2019-12-01,Opera Mini,52919
2019-12-01,UC Browser,40335
2019-12-01,Mercari_d,11520
2019-12-01,YaBrowser,10609
2019-12-01,Mozilla Compatible Agent,10294
2019-12-01,Android Browser,6515
2019-12-01,Coc Coc,4803
2019-12-01,Amazon.com,2643
2019-12-01,ThousandEyes,1974
2019-12-01,Puffin,1762
2019-12-01,BestBuy,1714
2019-12-01,Mozilla,1351
2019-12-01,Playstation 4,1345
2019-12-01,BlackBerry,1266
2019-12-01,SeaMonkey,1236
2019-12-01,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,1142
2019-12-01,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,1026
2019-12-01,Maxthon,781
2019-12-01,Papers,670
2019-12-01,IRS - TRG19-01Loeim,575
2019-12-01,United States Postal Service - TRG19-01Loeim,574
2019-12-01,Carousel,491
2019-12-01,MagentaNews,491
2019-12-01,candroid,340
2019-12-01,[FBAN,300
2019-12-01,Netscape,267
2019-12-01,DoximityWebView,210
2019-12-01,Nintendo Browser,158
2019-12-01,Iron,153
2019-12-01,snapchat.com,145
2019-12-01,ZhihuHybrid DefaultBrowser osee2unifiedRelease,138
2019-12-01,"""Mozilla",115
2019-12-01,Sephora 19.8,114
2019-12-01,UCWEB,107
2019-12-01,LeapPadUltimate,106
2019-12-01,Playstation 3,104
2019-12-01,MRCHROME,101
2019-12-01,[object Promise] delve.ai website analyse,98
2019-12-01,ulta-app-ios,94
2019-12-01,Google-Test2,68
2019-12-01,Playstation Vita Browser,67
2019-12-01,Seznam,54
2019-12-01,unknown BingWeb,50
2019-12-01,Uzbl,46
2019-12-01,iPhone,45
2019-12-01,NetFront,40
2019-12-01,LeapPad3Explorer,37
2019-12-01,com.airfind.deltabrowser,34
2019-12-01,Emb,33
2019-12-01,com.doximity.doximitydroid,33
2019-12-01,osee2unifiedRelease,33
2019-12-01,ulta-app-android,33
2019-12-01,(not set),32
2019-12-01,DDG-Android-3.1.0,32
2019-12-01,LiveSlides,29
2019-12-01,LeapPadPlatinum,28
2019-12-01,Nokia Browser,26
2019-12-01,Mozilla\,25
2019-12-01,pa11y,25
2019-12-01,Mobile IOS 9.0.1.1; Mozilla,24
2019-12-01,bitdiscovery,23
2019-12-01,+Simple Browser,22
2019-12-01,AdobeAIR,18
2019-12-01,Nintendo 3DS Browser,18
2019-12-01,MUDV4,17
2019-12-01,NE3,16
2019-12-01,Bluebeam Revu Browser - cef version: 57.0.0.0,14
2019-12-01,YE,14
2019-12-02,Chrome,25064414
2019-12-02,Safari,14160478
2019-12-02,Internet Explorer,3561863
2019-12-02,Edge,2287182
2019-12-02,Firefox,2061990
2019-12-02,Samsung Internet,1110409
2019-12-02,Safari (in-app),355905
2019-12-02,Android Webview,326113
2019-12-02,Opera,144394
2019-12-02,Amazon Silk,97801
2019-12-02,Opera Mini,57996
2019-12-02,UC Browser,44012
2019-12-02,Mercari_d,25105
2019-12-02,Mozilla Compatible Agent,13854
2019-12-02,YaBrowser,12768
2019-12-02,Android Browser,7987
2019-12-02,Coc Coc,5651
2019-12-02,Amazon.com,4234
2019-12-02,BestBuy,3877
2019-12-02,Mozilla,2050
2019-12-02,ThousandEyes,1992
2019-12-02,Puffin,1949
2019-12-02,SeaMonkey,1761
2019-12-02,Playstation 4,1438
2019-12-02,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,1372
2019-12-02,BlackBerry,1301
2019-12-02,Maxthon,1027
2019-12-02,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,915
2019-12-02,United States Postal Service - TRG19-01Loeim,577
2019-12-02,IRS - TRG19-01Loeim,576
2019-12-02,candroid,555
2019-12-02,pa11y,510
2019-12-02,Carousel,503
2019-12-02,MagentaNews,458
2019-12-02,[FBAN,406
2019-12-02,Iron,389
2019-12-02,Papers,339
2019-12-02,Sephora 19.8,317
2019-12-02,Netscape,254
2019-12-02,"""Mozilla",179
2019-12-02,ZhihuHybrid DefaultBrowser osee2unifiedRelease,158
2019-12-02,Bluebeam Revu Browser - cef version: 57.0.0.0,149
2019-12-02,snapchat.com,148
2019-12-02,ulta-app-ios,148
2019-12-02,MRCHROME,135
2019-12-02,Playstation 3,101
2019-12-02,Nintendo Browser,98
2019-12-02,DoximityWebView,95
2019-12-02,UCWEB,88
2019-12-02,Mozilla\,69
2019-12-02,unknown BingWeb,60
2019-12-02,Seznam,58
2019-12-02,com.airfind.deltabrowser,57
2019-12-02,Emb,52
2019-12-02,LeapPadUltimate,51
2019-12-02,Playstation Vita Browser,49
2019-12-02,ulta-app-android,46
2019-12-02,Uzbl,44
2019-12-02,(not set),41
2019-12-02,osee2unifiedRelease,38
2019-12-02,Google-Test2,36
2019-12-02,LeapPad3Explorer,34
2019-12-02,Nokia Browser,33
2019-12-02,NetFront,32
2019-12-02,com.seekingalpha.webwrapper,30
2019-12-02,iPhone,30
2019-12-02,Mobile IOS 9.0.1.1; Mozilla,29
2019-12-02,+Simple Browser,27
2019-12-02,IE with Chrome Frame,25
2019-12-02,DDG-Android-3.1.0,21
2019-12-02,MUDV4,20
2019-12-02,https:,20
2019-12-02,LiveSlides,19
2019-12-02,Lunascape,19
2019-12-02,Nintendo 3DS Browser,19
2019-12-02,Outlook-iOS,17
2019-12-02,Sephora 19.7,17
2019-12-02,Windows NT 6.1,17
2019-12-02,AdobeAIR,16
2019-12-02,DingTalkBot-LinkService,15
2019-12-02,LeapPadPlatinum,15
2019-12-02,com.doximity.doximitydroid,15
2019-12-02,Sephora 19.7.1,13
2019-12-02,Android Runtime,12
2019-12-02,CBC,12
2019-12-02,Camino,12
2019-12-02,Airbnb,11
2019-12-02,Box,11
2019-12-02,bitdiscovery,11
2019-12-03,Chrome,24940725
2019-12-03,Safari,14232064
2019-12-03,Internet Explorer,3560018
2019-12-03,Edge,2224373
2019-12-03,Firefox,2013739
2019-12-03,Samsung Internet,1124791
2019-12-03,Safari (in-app),380792
2019-12-03,Android Webview,325428
2019-12-03,Opera,142149
2019-12-03,Amazon Silk,91868
2019-12-03,Opera Mini,59697
2019-12-03,UC Browser,43568
2019-12-03,Mercari_d,24079
2019-12-03,Mozilla Compatible Agent,13894
2019-12-03,YaBrowser,12868
2019-12-03,Android Browser,7231
2019-12-03,Coc Coc,5367
2019-12-03,BestBuy,3976
2019-12-03,Amazon.com,2374
2019-12-03,ThousandEyes,2016
2019-12-03,Puffin,1954
2019-12-03,Mozilla,1851
2019-12-03,SeaMonkey,1573
2019-12-03,Playstation 4,1394
2019-12-03,BlackBerry,1239
2019-12-03,[FBAN,1042
2019-12-03,Maxthon,941
2019-12-03,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,846
2019-12-03,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,812
2019-12-03,IRS - TRG19-01Loeim,576
2019-12-03,United States Postal Service - TRG19-01Loeim,576
2019-12-03,Papers,571
2019-12-03,Carousel,569
2019-12-03,candroid,471
2019-12-03,Iron,467
2019-12-03,MagentaNews,461
2019-12-03,snapchat.com,450
2019-12-03,ulta-app-ios,248
2019-12-03,Sephora 19.8,245
2019-12-03,Netscape,234
2019-12-03,ZhihuHybrid DefaultBrowser osee2unifiedRelease,145
2019-12-03,Bluebeam Revu Browser - cef version: 57.0.0.0,130
2019-12-03,MRCHROME,122
2019-12-03,"""Mozilla",102
2019-12-03,UCWEB,97
2019-12-03,Google-Test2,89
2019-12-03,ulta-app-android,88
2019-12-03,Playstation 3,85
2019-12-03,DoximityWebView,81
2019-12-03,unknown BingWeb,76
2019-12-03,Nintendo Browser,73
2019-12-03,Seznam,67
2019-12-03,Mozilla\,60
2019-12-03,Emb,59
2019-12-03,(not set),58
2019-12-03,LeapPadUltimate,55
2019-12-03,com.airfind.deltabrowser,49
2019-12-03,Playstation Vita Browser,46
2019-12-03,Uzbl,43
2019-12-03,iPhone,43
2019-12-03,Instagram 113.0.0.28.122,38
2019-12-03,Nokia Browser,33
2019-12-03,IE with Chrome Frame,31
2019-12-03,LeapPad3Explorer,31
2019-12-03,osee2unifiedRelease,31
2019-12-03,pa11y,27
2019-12-03,NetFront,25
2019-12-03,Mobile IOS 9.0.1.1; Mozilla,24
2019-12-03,Airbnb,23
2019-12-03,+Simple Browser,22
2019-12-03,AdobeAIR,20
2019-12-03,DDG-Android-3.1.0,20
2019-12-03,Nintendo 3DS Browser,20
2019-12-03,Swift Kiosk Browser - Version:59.0.0.0,20
2019-12-03,com.seekingalpha.webwrapper,20
2019-12-03,Bloomberg|iOS|13.1.3|5.14.2|3e4ea7b3c732cca10e10f83f7dccbdb767c9e3ce,18
2019-12-03,Bloomberg|iOS|13.2.3|5.14.2|3e4ea7b3c732cca10e10f83f7dccbdb767c9e3ce,18
2019-12-03,[object Promise] delve.ai website analyse,18
2019-12-03,Android ExpediaBookings,17
2019-12-03,Lunascape,17
2019-12-03,MUDV4,17
2019-12-03,Box,16
2019-12-03,Bloomberg|Android|9|5.14.2.2016955.|3e4ea7b3c732cca10e10f83f7dccbdb767c9e3ce,14
2019-12-03,Windows NT 6.1,14
2019-12-03,YE,13
2019-12-03,netdisk;2.2.2;pc;pc-mac;10.14.5;macbaiduyunguanjia,12
2019-12-03,Android Runtime,11
2019-12-03,CareDroidMedications,11
2019-12-03,DingTalkBot-LinkService,11
2019-12-03,LeapPadPlatinum,11
2019-12-04,Chrome,24932126
2019-12-04,Safari,14807249
2019-12-04,Internet Explorer,3524285
2019-12-04,Edge,2210366
2019-12-04,Firefox,2013093
2019-12-04,Samsung Internet,1180030
2019-12-04,Safari (in-app),414414
2019-12-04,Android Webview,340739
2019-12-04,Opera,141859
2019-12-04,Amazon Silk,93507
2019-12-04,Opera Mini,58281
2019-12-04,UC Browser,43771
2019-12-04,Mercari_d,25542
2019-12-04,Mozilla Compatible Agent,13585
2019-12-04,YaBrowser,12824
2019-12-04,Android Browser,8101
2019-12-04,Coc Coc,5738
2019-12-04,BestBuy,3791
2019-12-04,Amazon.com,2082
2019-12-04,ThousandEyes,2011
2019-12-04,Puffin,1967
2019-12-04,Mozilla,1920
2019-12-04,SeaMonkey,1668
